lon_gda94,lat_gda94,Ag,As,Au,BaO,Bi,Co,Cr2O3,Cs,Cu,La,Mo,Nb,Ni,Pb,Rb,Sb,Sc,Sn,SrO,Ta,Th,U3O8,V,W,Y,Zn,Zr
139.6018214,-29.9441528,0.9,14,60,1038,3.31,4.7,3.75,0.3,44200,36.4535,2.1,3.1,10,16,34.7,1.5,2,3.8,19.2,0.15,5.96,26.22,11,2.6,19.6,41,34
139.602122,-29.944147,0.075,9,7.5,1254,0.12,3.7,3.75,7.2,45000,81.505,0.3,22.1,6,12,385.4,0.4,10,6.6,23.6,1.67,36.02,7.25,13,5.9,46.7,52,140.7
139.6025394,-29.9439348,0.1,41,7.5,256.5,4.58,11.5,3.75,0.7,512000,71.04,2.9,18.7,9,17,112.6,6.9,4,3.8,170.8,1.23,31.31,7.48,21,8.5,43.1,80,82.5
139.6025795,-29.9440255,0.075,23,7.5,256.5,2.93,7,3.75,0.4,505000,54.3025,2.3,7.4,9,15,68.8,6.4,3,2.1,74.8,0.47,15.57,5.48,12,3.8,27.9,49,52
139.6028495,-29.9439832,0.075,1.5,7.5,797,0.06,5.2,3.75,6.1,23000,71.575,0.5,21.7,0.75,12,401.2,0.8,9,5.2,13.9,1.45,37.28,3.81,9,6.8,21.3,55,143.9
139.60152,-29.9442217,1.2,31,80,883,5.49,12.6,3.75,0.2,499000,16.4825,1.1,1.6,11,26,13.6,1.5,0.75,1.2,50.9,0.05,3.11,6.66,7,1.6,17.8,54,21.5
139.600803,-29.9443676,0.075,1.5,7.5,209,0.0375,0.8,3.75,1.4,11000,14.861,0.4,3.6,0.75,9,78,0.6,1,1.4,4.3,0.11,5.76,2.49,2,1.2,28.3,10,29.7
139.6001998,-29.9445326,0.075,2,7.5,272,0.14,2.5,5,0.9,26000,67.1,0.2,20.8,2,14,50.7,0.8,7,0.8,30,1.66,15.36,5.12,12,1,20.3,28,53.2
139.5978536,-29.9448595,0.075,3,7.5,883,0.3,5.1,3.75,2.8,13000,76.245,0.4,9.8,2,15,213.3,1.1,11,5.8,12,0.47,36.59,4.47,12,3.3,45.7,93,92.6
139.5974794,-29.9449458,0.075,9,7.5,894,7.4,38.7,3.75,0.8,62000,101.63,1.7,11.4,43,17,81.5,4.2,4,3.5,79.6,0.75,17.77,29.73,34,5.5,35.6,221,100.7
139.597438,-29.9449453,0.075,8,7.5,568,0.76,4.3,3.75,1.3,17000,66.725,0.4,24.5,7,12,129.2,1.3,13,6.5,76.6,1.06,37.48,9.16,20,6.1,43.8,36,115.9
139.5974802,-29.9448918,0.075,9,7.5,256.5,5.44,23.9,3.75,1.4,48000,72.51,1.2,19.7,29,19,140,2.7,11,6.2,80.8,1.14,32.04,7,63,8.8,56.2,142,123.5
139.5971877,-29.94506,0.075,9,7.5,465,0.96,7.9,3.75,0.2,12000,13.5395,1.2,2.6,24,20,5,1.4,2,0.2,37.8,0.0375,1.57,9.38,32,5.8,14.6,140,37.6
139.6023069,-29.9420375,0.075,4,7.5,99,0.43,3.3,3.75,0.075,14000,71.355,0.3,4.3,5,7,2.3,0.3,11,9.1,59,0.6,28.12,2.3,9,0.6,21.9,103,166.9
139.601445,-29.9421727,0.2,3,7.5,97,1.195,0.7,3.75,0.3,15000,9.886,0.5,1.7,5,9,15.2,2.3,0.75,1.8,9.1,0.0375,1.74,1.72,1.5,0.5,10.6,6,9
139.6004604,-29.9421984,0.075,1.5,7.5,203,0.25,2.1,3.75,2.2,21000,13.887,0.8,5.9,5,12,135.1,0.2,5,10,6.1,0.13,8.33,8.93,7,2.3,26.7,16,42.3
139.5997449,-29.9429847,0.2,1.5,7.5,313,0.1,0.4,3.75,0.1,9000,12.115,0.075,0.5,3,24,2.1,0.6,0.75,0.4,18.1,0.0375,1.51,0.95,1.5,2.2,6.7,15,6.5
139.5986585,-29.9428739,0.075,3,7.5,949,0.14,2.8,3.75,2.5,15000,93.06,0.4,20.1,0.75,13,281.2,1,12,16.2,21.8,1.3,34.02,10.15,12,6.9,45.7,32,124.8
139.5971115,-29.9431102,0.7,14,7.5,712,0.29,1.4,3.75,3.2,11000,84.505,0.3,17.9,4,10,282.6,1,17,6.9,13.2,0.77,57.81,7.67,2,4.9,85.4,28,111.6
139.598506,-29.9456244,0.075,5,7.5,103,0.0375,0.6,3.75,0.1,750,19.6935,0.1,0.075,7,7,4.4,0.7,0.75,0.2,5.7,0.0375,0.5,0.63,1.5,0.6,3.3,9,5
139.5804269,-29.9448264,0.2,16,7.5,215,0.52,2,3.75,0.8,50000,54.406,2.1,4.9,2,8,60.4,0.9,0.75,1.3,66.3,0.26,12.77,3,11,1.2,50.6,21,40.6
139.5804574,-29.9448628,0.075,8,7.5,91,0.37,1.6,3.75,0.8,29000,10.5975,0.8,2.8,3,9,31,0.7,1,1,10.4,0.11,6.21,2.33,3,0.7,10.6,7,25.3
139.5784425,-29.9452111,0.1,35,7.5,862,0.0375,2.4,3.75,6,77000,70.595,1.2,17.9,5,98,195.2,0.2,6,5.1,24.9,1,35.88,6.59,15,1.7,14.2,74,154.5
139.5772647,-29.9457036,0.2,10,7.5,315,0.06,1.2,3.75,0.5,18000,67.18,0.8,23.7,3,71,42.6,0.2,10,1.9,109,1.76,48.19,9.21,16,1.7,29.3,45,229.4
139.5772515,-29.945902,0.075,4,7.5,168,0.0375,1,3.75,0.8,17000,10.153,1.5,2.1,0.75,14,38.7,0.075,0.75,0.4,70.1,0.08,2.56,3.18,15,1.5,5.4,16,24.3
139.5777845,-29.9470356,0.075,4,7.5,684,0.26,12.1,3.75,3.8,11000,71.735,0.6,14.1,20,14,286.3,0.7,14,8.5,14.8,0.95,31.08,8.05,15,3.3,28.8,35,139.3
139.57644,-29.9475896,0.075,18,7.5,971,3.56,10.45,28,4.1,16000,58.71,1.1,3.3,10.5,16,258.9,1.4,5.6,6.2,21.9,0.24,19.65,11.14,25,5.1,74.2,41,315.7
139.5767718,-29.9475751,0.075,14,7.5,412,0.51,10.45,3.75,1.3,22000,59.551,1.6,5.3,10.5,9,98.8,0.9,4,4.5,14.4,0.25,10.1,15.1,36,2.25,66.3,332,40.7
139.5761705,-29.9475957,0.075,16,7.5,433,0.52,9.2,10,1.9,18000,59.955,1.4,4.5,10,26,150.4,0.9,3,10.8,12.1,0.2,17.18,7.25,33,4.9,12,77,68.1
139.5800516,-29.9471774,0.075,1.5,7.5,189,0.98,1.6,3.75,1.2,750,18.0775,0.3,2.4,6,20,68.8,0.7,0.75,4.5,10.4,0.11,3.49,0.81,7,2.8,3.3,33,22.3
139.5785048,-29.9473863,0.075,1.5,7.5,486,0.08,1.4,3.75,3.5,7000,81.605,0.4,9.9,3,9,247,1.7,14,3,11.1,0.56,32.79,4.74,7,3,47.8,30,141.9
139.5789424,-29.9479415,0.075,3,7.5,1021,0.06,2.4,3.75,5.5,10000,96.26,0.4,18.8,3,8,391.1,1.9,14,12.2,21.4,1.12,35.71,5.52,10,8.6,35.3,45,121.5
139.5795166,-29.9476408,0.075,2,7.5,716,0.0375,3,3.75,5.8,19000,89.555,0.3,21.8,0.75,10,358.4,1.5,19,3,24.8,1.6,33.12,11.19,7,5.4,59.4,46,155.2
139.5802869,-29.9473874,0.075,6,7.5,922,0.17,6,3.75,4.9,22000,69.045,0.5,10.1,0.75,10,332.4,2.4,16,4.6,15.3,0.5,40.34,6.69,12,3.4,48.5,281,129.8
139.5849578,-29.9511914,0.075,1.5,7.5,40,0.08,2,3.75,0.8,18000,7.747,0.8,1.1,0.75,15,15.7,0.5,1,0.5,9.7,0.0375,2.07,0.36,8,0.5,4.9,17,18.4
139.5848962,-29.9511456,0.2,9,7.5,72,0.14,55.3,3.75,0.6,330000,11.99,1.5,0.4,29,95,12.2,1.5,8,0.4,134.6,0.0375,1.6,11.22,15,0.3,22.9,86,25.8
139.584295,-29.9511663,0.075,46,7.5,166,0.21,6.2,7,0.7,62000,9.688,2.7,1.6,7,21,25,0.7,2,0.9,68.1,0.0375,5.24,2.57,17,0.3,9.4,29,31.5
139.5838891,-29.9505574,0.1,1.5,7.5,30,0.0375,1.8,3.75,0.5,12000,8.467,1.2,0.075,0.75,47,1.7,0.9,0.75,0.1,28,0.0375,0.36,0.49,1.5,0.1,1.3,26,3.2
139.5839212,-29.9504855,0.075,38,7.5,122,0.19,7.4,7,1.1,119000,10.885,4.7,0.8,29,54,20.3,3.5,1,0.5,37.9,0.11,4.8,1.57,21,0.8,6.3,39,16.9
139.5840811,-29.9501715,0.075,1.5,7.5,46,0.0375,1,3.75,0.5,7000,7.248,0.7,0.075,3,28,1.6,0.8,0.75,0.075,20.7,0.0375,0.43,0.47,3,0.075,2,35,2.5
139.5836017,-29.9503647,0.2,23,7.5,271,0.16,6,9,1.2,24000,26.233,9,1,9,51,51.1,2.5,5,1.2,40,0.0375,8.6,3.4,30,0.8,18.8,58,67.3
139.5832263,-29.9505321,0.075,1.5,7.5,36,0.15,1.5,3.75,0.7,17000,7.4305,2,0.8,2,15,5.3,0.5,1,1,23,0.0375,3.85,1.24,8,0.075,7.1,19,26.4
139.5827563,-29.9507978,0.075,9,7.5,111,0.0375,5.5,3.75,0.6,15000,9.2805,0.9,0.8,1,12,20.6,2.5,2,0.6,21.2,0.0375,2,1.71,10,0.5,8.5,26,16.2
139.5817184,-29.9501911,0.075,42,7.5,78,0.1,6.4,3.75,1,31000,8.3545,6.8,0.9,7,13,18.3,2.3,1,1.1,21.6,0.0375,2.82,1.58,15,0.9,11.3,43,21.8
139.5812944,-29.9501324,0.075,9,7.5,103,0.09,5,3.75,0.8,22000,8.7765,2.2,1.9,10,19,25.2,0.9,2,1.9,13.9,0.0375,4.33,0.97,15,0.6,10.8,36,37
139.5805424,-29.9498265,0.075,17,7.5,652,0.57,5.3,27,1.77,63000,71.67,1.2,11.2,14,9,332.8,1.5,14,4.2,34,0.7,22.57,4.29,97,8.6,74,95,139.4
139.5792699,-29.9496865,0.075,2,7.5,28,4.31,0.8,3.75,0.2,12000,8.8655,0.5,0.2,2,4,4.2,0.5,0.75,0.3,5.3,0.0375,0.68,0.29,2,0.2,3,10,4.1
139.5786205,-29.9494448,0.075,1.5,7.5,173,0.19,1.8,3.75,1.4,19000,10.8285,0.7,1,0.75,10,30,0.7,0.75,0.6,12.7,0.0375,2.2,0.54,7,0.4,6.7,16,13.2
139.581065,-29.9495073,0.2,28,15,31,3.75,2.5,5,0.2,27000,7.908,2,0.5,3,7,5,1.8,0.75,0.3,4.9,0.0375,0.52,0.45,8,0.6,1.3,13,5.1
139.5811886,-29.9495538,0.4,20,7.5,146,0.7,13.9,7,0.5,48000,10.5365,1.5,0.7,15,40,14.8,5.8,2,0.3,51.7,0.0375,3.02,4.06,15,1.6,17.4,42,20.7
139.5847496,-29.953454,0.075,2,7.5,440,0.16,4.9,16,2.9,28000,24.195,1.5,7.6,6,40,90.6,0.2,10,3.3,20.3,0.45,13.22,2.16,62,2.8,14.6,49,82.2
139.5853492,-29.9535507,0.1,5,7.5,445,0.59,14,26,8.6,55000,67.095,3.4,14.4,26,30,145.6,0.7,13,3.6,133.7,0.95,17.01,4.88,86,2.1,33.8,82,154.8
139.5852795,-29.9533514,0.1,7,7.5,512,0.83,15.8,32,10.3,52000,75.35,3.5,18.5,21,44,178.4,0.8,15,4.1,160.1,1.16,19.43,5.22,97,2.4,39.6,100,159.3
139.5857004,-29.9528958,0.075,12,7.5,831,0.32,13.6,31,9.4,71000,78.06,2.5,16.3,28,33,183.1,1,17,4.4,91.8,0.97,18.31,5.35,116,2.6,28.1,82,158.8
139.5858234,-29.9529873,0.1,3,7.5,788,0.28,15.2,35,7.6,60000,73.76,2,19.4,27,29,179.6,0.9,17,4.7,100.3,1.16,19.92,4.31,121,2.8,33.7,172,182.4
139.5865818,-29.9528511,0.075,21,7.5,243,0.0375,8.9,3.75,0.6,48000,11.1265,1.4,2,4,18,23.5,1.3,2,1.2,13.5,0.0375,1.91,0.7,18,0.4,7.4,16,23.3
139.5898799,-29.9526338,0.075,4,7.5,12,0.0375,2.6,3.75,0.1,9000,8.5365,0.7,0.075,4,18,1.6,0.4,0.75,0.075,4.3,0.0375,0.3,0.3,1.5,0.3,1.3,14,4
139.5893346,-29.9523572,0.075,5,7.5,36,0.07,3.4,3.75,0.4,26000,6.5305,0.7,0.2,6,26,5.3,0.7,0.75,0.1,15,0.0375,0.85,0.74,5,0.2,4.3,16,6.7
139.5912878,-29.9534609,0.075,1.5,7.5,67,0.37,2.4,3.75,0.5,10000,6.473,0.7,0.3,4,13,7.4,0.3,0.75,0.2,22.9,0.0375,0.95,1.02,5,0.4,2.6,14,11.1
139.5995163,-29.9504266,0.075,4,7.5,256.5,0.08,1.3,3.75,1.8,23000,105.205,0.3,23.8,0.75,35,348.3,0.3,10,6.7,62.4,1.3,40.05,6.89,11,5.6,43.3,26,149.4
139.5967024,-29.9530585,0.075,10,7.5,757,0.82,5,47,11.8,68000,73.89,0.4,18.1,26,16,65.2,0.3,17,4.9,20.3,1.32,21.4,4.69,122,4.1,22.1,80,142.3
139.5941861,-29.9617753,0.075,6,7.5,766,0.35,11.1,32,9.5,66000,69.835,3.7,18.2,22,14,176.3,0.7,16,4.5,54.9,1.11,21.61,6.86,126,3.3,23.9,75,160.9
139.5945587,-29.9618063,0.075,4,7.5,366,0.32,11.1,23,6.5,54000,31.6605,3.3,12.1,15,31,136.1,0.5,10,2.7,105.2,0.71,13.86,4.15,66,1.8,27.2,71,126.6
139.5943503,-29.9626252,0.075,13,7.5,971,0.24,7.3,22,3.4,59000,64.68,5.1,11.2,24,12,172.3,1,12,2.9,39.4,0.74,15.57,8.62,78,2.9,23.7,31,130.9
139.5958843,-29.9626055,0.075,6,7.5,568,0.4,14.3,26,9.1,70000,66.18,1.2,15.9,19,21,139.3,1.7,12,3.3,122.4,1.01,15.89,3.44,71,2.1,21.6,88,165.5
139.5905012,-29.9592725,0.075,8,7.5,168,1.2,5.2,3.75,0.3,69000,9.8525,1.2,0.7,5,79,7.1,0.7,2,0.2,34,0.0375,2.04,1.65,28,0.4,11.5,52,13.9
139.5895703,-29.9576835,0.075,11,7.5,80,0.47,11.2,5,0.5,55000,7.0595,0.8,1.5,11,29,8.7,0.9,2,0.4,9.8,0.0375,4.08,2.1,16,0.3,6.6,59,35.8
139.6058959,-29.9409927,0.075,2,7.5,73,0.57,8.1,3.75,1.4,68000,9.558,3.3,3,7,19,14.6,0.7,1,8,7.9,0.0375,0.81,10.92,25,7.8,7.3,80,21.4
139.6082983,-29.9418303,0.3,22,7.5,153,0.64,10.5,14,1.3,44200,29.3725,2.6,16.6,13,25,74.2,3.4,13,5.3,39.8,0.72,1.64,7,101,14.4,27.4,105,121.1
139.6083697,-29.9419121,0.075,12,7.5,380,0.3,10.45,37,4.5,166000,27.9585,1.7,19.7,27,9,170.9,0.4,5.6,2.2,27,0.62,3.24,7,25,5.1,32.1,224,172.7
139.6082152,-29.9418474,0.1,7,7.5,359,1.49,48.7,32,10.6,379000,34.8255,0.4,13.2,18,62,65.2,0.3,22,2,7,0.43,2.05,7,198,3.8,29.4,96,150.4
139.6033598,-29.9437992,0.375,7,15,359,1.195,2.6,3.75,0.6,44200,63.168,0.7,8.6,16,11,107,2.5,5,7.8,23.9,0.58,17.25,9.05,4,4.9,40.9,105,43.2
139.6035149,-29.9438188,0.5,2,20,44,0.68,3.7,3.75,0.075,212000,12.8315,0.6,0.4,0.75,12,7.2,2.5,0.75,0.7,23.1,0.0375,1.04,4.76,1.5,2.5,4.2,53,9.3
139.6037526,-29.9438665,0.3,3,7.5,402,0.14,6.8,3.75,5.5,378000,90.36,0.4,25.9,1,14,65.2,1.1,11,5,7.6,1.73,40.87,3.82,11,6.1,42,347,149.7
139.6039824,-29.9437335,0.1,7,7.5,666,0.21,22,6,6.1,39000,85.785,0.4,21.5,6,10,65.2,1.2,9,6.1,19.3,1.57,60.69,10.36,9,8.3,57,230,141.1
139.6043577,-29.9435661,0.2,44,7.5,444,1.28,17.2,3.75,0.8,65000,62.028,0.9,5.6,11,5,81.7,1.3,2,1.3,19.1,0.28,16.93,10.72,19,3.7,36.1,252,44.8
139.605334,-29.9433959,0.075,2,7.5,599,0.19,2.4,3.75,3.4,29000,69.145,0.3,22.1,6,7,309.2,0.5,9,4,13.4,1.31,37.6,3.97,9,6.7,28,52,139.5
139.6020976,-29.9436684,0.075,14,7.5,585,1.47,1.9,3.75,0.3,103000,13.277,1.9,5.5,3,7,23.5,3,0.75,11.8,24.8,0.13,6.08,7.23,12,2.25,11.8,48,32.5
139.574956,-29.9484759,0.075,9,7.5,514,0.22,4.8,14,3.3,44000,23.475,3.1,6.8,7,10,66.2,1.2,6,2,59.4,0.34,10.62,10.45,56,6,17.7,73,116.6
139.5764399,-29.9475986,0.1,14,20,1083,3.23,10.45,39,3.7,18000,62.11,1.4,2.5,10.5,17,247.8,1.5,5.6,5.4,21.1,0.2,18.66,10.41,25,6.4,67.4,41,350.7
139.5756788,-29.9479242,0.1,6,7.5,675,1.14,10.45,21,1.3,13000,58.707,0.2,5.6,7,12,82.2,1.6,5.6,1.8,16.2,0.69,13.04,7.86,149,7.8,52.5,41,283.7
139.5755742,-29.9479953,0.1,5,7.5,256.5,2.5,58.6,20,8.8,12000,80.99,0.5,3.5,10.5,12,65.2,1.3,5.6,8.2,22.6,0.48,24.84,10.68,25,8.5,54.2,465,315.5
139.5765409,-29.9477802,0.075,13,7.5,256.5,1.4,32.4,42,8.3,3000,77.23,0.075,29,36,12,65.2,2.4,11,3,29.1,2.41,90.14,12.96,125,12,55,180,270.8
139.5769406,-29.9473605,0.1,18,10,1119,2.88,14.8,24,7.3,1000,93.62,0.2,7,21,26,400.2,1.4,5.6,3,21.8,0.38,25.22,21.44,25,7.8,71.5,358,413.9
139.5767142,-29.9479805,0.075,21,7.5,256.5,0.48,10.45,8,7.9,16000,90.725,0.2,37.4,10.5,2,65.2,3.6,5.6,14.4,22,3.13,65.39,15.86,25,9.7,21.55,41,297.8
139.5770492,-29.9477406,0.075,15,7.5,256.5,0.27,10.45,8,9.3,14000,105.165,0.3,7.15,10.5,3,65.2,2.1,5.6,3,22.6,0.52,65.95,8.94,101,10.7,103.4,41,300.1
139.5790906,-29.9469956,0.075,7,10,256.5,0.55,32.7,31,10.1,7000,81.685,0.075,20.5,44,13,65.2,1.5,7,3,21.9,1.81,46.51,7.45,66,7.1,41.7,262,229.1
139.5794021,-29.9469448,0.075,9,7.5,256.5,0.47,61.7,47,9.8,9000,86.315,0.1,21.6,39,17,65.2,1.5,11,3,43.4,1.61,48.97,6.85,93,14.8,46.8,458,344.9
139.5799527,-29.9468424,0.1,13,7.5,256.5,0.21,19.5,32,11.4,4000,90.02,0.075,21.3,43,11,65.2,1.6,11,15.8,23.7,1.81,46.12,4.2,87,8.8,35.1,158,240.9
139.6090124,-29.9418828,0.075,10,7.5,256.5,0.18,5.7,3.75,6,13000,87.465,1.6,40.2,10,8,65.2,0.3,13,7.3,24.1,0.52,70.4,7,14,5.1,21.55,92,256.2
139.6092336,-29.9431123,0.075,26,7.5,173,0.0375,2.5,3.75,2,18000,12.6575,6.6,2.9,4,0.75,43.2,0.7,2,0.5,15.9,0.22,3.92,11.84,29,2,22.9,21,23.4
139.6099982,-29.9432647,0.2,9,20,25,1.195,25.5,3.75,0.3,243000,53.922,0.5,1.8,3,5,11.5,0.5,0.75,0.2,2.9,0.09,3.91,24.42,2,1.2,34.3,21,17.6
139.6105513,-29.9429819,0.3,4,7.5,256.5,0.28,1.5,3.75,1.8,5000,107.51,0.4,26.7,4,17,65.2,0.3,12,4.9,33.6,1.99,35.98,15.68,17,6.7,40,15,164.4
139.6104633,-29.9433509,0.075,3,7.5,659,1.9,25.5,3.75,1.2,70000,13.9,0.075,5.7,15,0.75,87.6,0.075,7,1.8,14.1,0.66,9.83,8.09,53,4.5,10.8,112,33.3
139.6106294,-29.9433255,0.5,9,10,33,1.72,13.4,3.75,0.3,345000,9.782,0.5,2.8,4,0.75,8.7,1.1,4,0.1,3.7,0.1,0.49,2.65,33,3.1,11.1,43,19.3
139.6107704,-29.9436158,0.075,14,7.5,256.5,0.06,1,3.75,2.4,4000,89.605,0.075,20.3,5,9,384.6,0.2,10,4.9,29.7,1.78,52.81,14.59,20,4.1,74.7,13,148.8
139.6114882,-29.9434068,0.075,1.5,10,263,0.09,49.2,51,3.6,57000,23.392,0.075,4.5,40,0.75,169.6,0.075,5.6,1.1,11.8,0.18,3.24,6.92,25,1.3,28.9,201,135.5
139.6070196,-29.9428815,0.2,4,7.5,256.5,0.14,4.3,11,3.1,62000,70.942,0.075,7.15,9,11,352.6,0.9,5.6,15.4,29.2,0.52,14.49,7,109,17.7,21.55,29,114
139.60677,-29.9429509,0.3,44,7.5,758,0.69,1.9,3.75,1.4,14000,103.44,2.8,28,5,9,260.3,0.9,13,15.2,310.4,2.45,58.69,7,27,4.5,102.1,24,217.3
139.6051199,-29.9424011,0.075,6,7.5,1065,2,2.5,3.75,5.3,37000,94.665,1.3,21.4,8,31,362.4,0.3,9,8.8,25.2,1.51,35.85,7,12,9,72,22,199.4
139.6050983,-29.9424641,0.075,13,10,256.5,1.49,3,3.75,3,129000,82.165,1.7,20.1,6,23,352,0.5,8,7.3,49.2,1.62,36.38,7,13,8.9,80,24,172.1
139.6044947,-29.9426562,0.075,14,7.5,372,0.22,1.1,3.75,1.8,25000,108.93,2.6,22.7,6,24,250.5,0.3,9,4.3,32,2.72,30.73,33.4,1.5,3.1,54.6,24,119.8
139.6049481,-29.9420926,0.3,21,10,307,1.195,2.4,3.75,2.7,154000,68.775,2.5,25.8,3,19,170.7,0.5,9,3,76.7,1.52,39.23,7,13,14.2,52,28,169.3
139.6048235,-29.9406294,0.075,13,7.5,339,0.28,26.2,48,2,17000,60.377,0.6,22.8,46,0.75,102,0.3,5.6,3.9,74.2,0.75,3.26,7,25,2.4,109.6,302,199.1
139.6046697,-29.9405105,0.075,19,7.5,1039,0.49,4.8,3.75,4.2,73000,85.47,1.7,26.5,6,16,295.1,0.3,13,7.6,22,1.73,52.47,7,47,7.1,60.6,61,230.1
139.6046902,-29.9405287,0.1,57,10,1013,0.31,8.8,5,8.1,77000,91.505,2.3,32.1,10,40,352,0.7,13,7.2,17.8,2.62,65.34,7,55,11,81.2,85,300.5
139.6043145,-29.9407232,0.075,40,7.5,379,0.68,25.7,45,5,74000,62.805,1.1,26.8,23,0.75,276.7,0.4,26,3.5,24.1,1.09,3.92,26.35,189,3.9,38.2,204,207.6
139.6043454,-29.9407327,0.075,7,7.5,916,1.02,3.5,5,4.9,123000,91.66,1.7,31.1,6,8,373.5,0.4,17,9.4,24,2.48,57.08,7,65,9.2,35.2,61,241.2
139.602567,-29.9412191,0.075,25,7.5,1261,0.4,4.1,5,3.7,146000,84.69,0.4,30,6,27,420.1,0.9,14,12,14.1,1.85,44.38,7,28,8.9,21.55,40,178.4
139.603148,-29.941162,0.075,21,7.5,569,0.68,4,9,5.2,50000,73.405,1.4,20.6,5,10,285.6,0.5,9,6,24.4,1.39,43.56,7,11,2.8,58.8,49,138.5
139.6023266,-29.9413699,0.075,6,7.5,1138,0.49,2.1,3.75,3.1,7000,71.91,0.8,14.8,5,11,250.5,0.6,8,3,13.8,0.92,30.59,7,11,4.7,30.8,43,91.6
139.6019551,-29.9405177,0.075,8,7.5,256.5,0.56,4.4,6,2.8,71000,80.505,2.5,17.4,8,25,243.4,0.4,9,3,25.5,0.93,31.6,7,18,3.6,92.1,47,94.4
139.6057769,-29.9472987,0.075,5,7.5,256.5,0.0375,3.1,6,5.3,7000,84.785,0.075,13.7,6,0.75,317.2,0.4,10,4.4,15.7,1.81,45.34,10.71,10,3.7,45.8,44,95.9
139.6165792,-29.9438844,0.075,6,7.5,73,0.0375,27.9,49,2.1,18000,29.5645,0.075,17.1,37,0.75,66.5,0.2,23,1.4,18.9,0.81,3.37,3.44,25,2,16.3,311,178.3
139.6155133,-29.9437921,0.075,6,7.5,851,0.0375,18.6,47,2.1,10000,30.97,0.075,16.3,34,0.75,132.3,0.2,24,3.1,17.6,0.73,2.53,5.91,25,3.3,13.9,81,166.9
139.6145746,-29.9434934,0.075,3,7.5,417,0.0375,24.3,49,3,18000,52.624,0.2,27.5,29,0.75,152.7,0.4,5.6,1.8,30.3,1.3,3.33,12.06,25,3.1,35.2,136,181.2
139.6066663,-29.9474164,0.075,8,10,760,0.4,3.6,6,4.2,12000,108.45,1.7,20.7,9,4,385.9,0.4,10,4.5,8.5,1.54,54.56,26.16,29,3.6,46.7,68,159.6
139.6032617,-29.9419212,0.2,12,7.5,678,0.16,1.8,9,3.7,8000,72.522,1.3,7.15,0.75,12,328.5,0.3,12,13.5,9,0.52,14.49,7,27,17.4,86.5,17,114
139.6033031,-29.9419217,0.4,10,7.5,911,0.0375,2.1,12,3.7,5000,58.055,0.2,7.15,3,27,289.4,0.4,10,8.5,25.6,0.52,14.49,7,8,6.2,21.55,37,114
139.6020435,-29.9416106,0.075,14,7.5,256.5,2.31,5.7,3.75,5.7,86000,55.05,2.8,19.7,8,92,401.1,2.5,10,3,40.7,1.44,38.75,7,9,14.9,21.55,48,160.4
139.601254,-29.9417557,0.075,17,7.5,952,1.195,1.5,3.75,12.8,128000,32.424,1.3,17.8,7,40,397.2,0.3,7,3,127.1,2.13,13.3,7,1,12,25.4,14,48.1
139.6140894,-29.9426131,0.075,12,7.5,256.5,0.72,2,3.75,2.8,40000,77.89,2.6,20.8,8,31,65.2,0.3,8,12.7,33,1.88,52.23,7,11,3.6,65.1,38,154.2
139.6010601,-29.9400662,0.075,10,7.5,256.5,0.29,3,3.75,4.7,41000,50.895,1.6,13.1,6,52,291.2,0.7,8,10.2,27.4,0.89,22.63,7,9,4.4,21.55,33,90.2
139.6019658,-29.9404999,0.1,10,7.5,1213,3.32,29.7,36,8.4,107000,70.885,2.1,19.6,21,57,386.7,0.5,26,3,24.1,1.03,5.42,7,25,7.2,107.2,165,206.8
139.3567742,-30.1821455,0.7,10.4723,15,160.272,1,60,20.641,7.4281,30000,69.465,1.5,37.5,6,18,72.09914,1.819475,10.801,3,53.84172,0.52,35.0476,7,25,8.1411,47.7275,15,150.63
139.3862612,-30.2283735,0.075,15.477,15,250,0.75,3,4.655,1.77,100000,66.17,1.5,10.7834,2,8,65.2,1.03885,6.4815,8,10,0.6707,19.6131,8.5713,12,15,40.2545,15,104.007
