lon_gda94,lat_gda94,Ag,As,Au,BaO,Bi,Co,Cr2O3,Cs,Cu,La,Mo,Nb,Ni,Pb,Rb,Sb,Sc,Sn,SrO,Ta,Th,U3O8,V,W,Y,Zn,Zr
139.3830202,-30.2194645,0.075,14.7975,15,30,0.75,2,4.71,1.77,20000,75.325,3,16.7171,1,40,250,1.16965,9.608,15,100,0.9932,19.7354,11.5223,10,15,40.1797,20,162.252
139.3437422,-30.2304595,0.075,12.265,15,311.247,2,20,22.999,1.77,70000,64.535,1.5,37.5,5,50,22.5,1.76975,6.318,3,10,0.52,38.8502,8.3217,50,2.25,46.8642,15,50
139.4069262,-30.1742655,0.375,19.151,15,250,3,6,4.2975,1.77,44200,51.971,2,4.6218,1,18,22.5,2.2005,3.9585,1,25,0.30685,13.5873,6.4008,5,15,35.0166,15,87.141
139.3606692,-30.1833485,1.5,13.9385,15,259.196,1,2,4.735,5.208,120000,60.917,2,7.15,1,200,158.87926,2.496275,9.757,1,69.928833,0.52,24.2346,7,8,11.5223,43.1454,120,150.902
139.3657602,-30.1863985,0.075,9.675,15,93.325,0.75,10.45,5.5325,5.9529,20000,80.05,1,37.5,0.75,2,100.017,1.0308,8.985,3,44.40668,0.52,34.214,7,1,9.7873,41.7466,20,167.017
139.3112592,-30.1764785,0.2,11.109,15,215.627,1.24725,10.45,6.33,2.209,44200,41.27,1.5,7.2049,20,20,85.2938,3.1963,8.3215,2,71.73915,0.4763,21.7093,7.9237,5,3.75,30.258,150,113.314
139.2894782,-30.1773605,0.1,11.3825,15,117.526,1.6963,15,4.2925,1.71815,44200,46.325,1.5,10.5471,7,15,47.8551,2.60245,7.7595,4,53.86505,0.5474,19.4544,8.7038,1,3.75,29.2575,25,117.366
139.4796952,-30.1226255,1.35,12.4605,15,212.955,0.12,9,20,4.0413,15000,26,7.5,14.5468,22,97,152.4789,1.5628,14.731,6.28,92.06125,0.6402,14.49,7,53.24,8.11,41.275,55,167.69
139.3541772,-30.2620435,0.375,13,23,188,1.27,54,34,3.2748,450000,26,7.5,10.9621,41,3.91,62.21326,4.445,5.189,3,101.3952,0.5916,7.5,6.2106,25,2.25,32.0298,13,78.901
139.3667422,-30.2184895,0.075,5.5,2,500,0.075,2,15,5.5,8500,26,1.1,34,1.5,15,350,1,3.75,7.5,94,0.52,22.5,12,15,14,14,4,60
139.3660122,-30.2193105,0.3,16,6,170,0.7,33,40,0.3,105000,26,7.5,10,4,7,35,1,3.75,7.5,22,1.5,40,7,80,2.25,21.55,3,20
139.4809322,-30.1391725,0.375,6,25.785,440,2.25,11,10,2.25,270000,88,4,20,5,2.25,41,6,5.6,7.5,160,2,10.5,4,25,8,60,13,240
139.4778862,-30.1353925,0.375,0.75,25.9715,130,2.25,3,10,2.25,5000,11,0.75,15,2,2.25,72,6,3.75,7.5,66.5,1.5,1.5,0.375,15,6,12,16,120
139.4782682,-30.1348555,0.375,6,30.101,1150,2.25,2,10,2.25,23000,175,8,7.15,4,42,370,6,3.75,7.5,52,0.52,14.49,7,15,14,21.55,5,240
139.4793992,-30.1342285,0.375,3,26.407,460,2.25,16,80,4,1000,110,3,7.15,7,2.25,65.2,5,8,10,60,0.52,74,17,50,6,50,8,114
139.4799162,-30.1329975,0.375,29,24.16475,256.5,2.25,2,10,2.25,15000,26,1.5,7.15,3,36,65.2,6,10,7.5,86,0.52,14.49,7,50,10,21.55,2,340
139.4805922,-30.1322115,0.375,18,29.7765,700,2.25,2,10,2.25,12000,26,7,45,2,4,380,6,3.75,7.5,32,0.52,60,7,15,8,21.55,3,114
139.4752842,-30.1324215,0.375,1,24.8925,260,2.25,3,10,2.25,16000,33,4,7.5,2,2.25,115,5,3.75,7.5,66.5,1.5,9,1.5,15,4,10,17,120
139.4733752,-30.1310365,0.375,3,24.669,155,2.25,11.25,10,2.25,5000,150,3,15,3,4,135,5,3.75,7.5,66.5,1.5,18.5,6.5,15,2.25,58,34,140
139.4658132,-30.1260395,0.375,11.25,21.608,290,2.25,11.25,10,2.25,15000,100,1.5,35,3,8,370,4,3.75,7.5,66,3,14.49,7,15,6,105,17,310
139.4675932,-30.1270355,0.375,11.25,22.5705,470,2.25,11.25,10,6,19000,25,3,7.15,4,6,320,5,3.75,3,22,0.52,14.49,13.5,15,14,80,11,280
139.4737732,-30.1274495,0.375,11.25,23.696,240,2.25,11.25,10,2.25,7000,37,3,15,4,2.25,125,5,3.75,10,66.5,1.5,18,5.5,20,4,27,21,160
139.4751542,-30.1273845,0.375,11.25,26.7875,270,2.25,11.25,10,2.25,18000,40,3,20,4,2.25,140,5,3.75,15,66.5,1.5,16.5,6,15,4,45,18,160
139.4814102,-30.1262305,0.375,11.25,23.7995,195,2.25,11.25,10,2.25,14000,18,3,7.5,3,4,105,5,3.75,7.5,290,1.5,3,1,20,4,6,17,120
139.4675822,-30.1243735,0.375,3,28.031,320,2.25,2,10,2.25,7000,140,6,40,1,12,65.2,4,3.75,7.5,38,3,14.49,7,3,8,46,20,420
139.4724582,-30.1211725,0.375,2,17.83,35,1.195,56,10,2.25,270000,52,1,7.5,12,2.25,2.5,5,3.75,3,26,1.5,10,8,11,2.25,110,12,80
139.4809402,-30.1257735,0.375,2,27.719,140,2.25,3,10,2.25,8000,110,0.75,7.15,2,4,135,5,3.75,7.5,280,0.52,27.5,7,7,6,68,9,140
139.4793162,-30.1294545,0.375,0.75,24.1115,420,2.25,3,10,2.25,8000,13,0.75,7.5,4,6,155,5,3.75,7.5,66.5,1.5,3,2,18,2.25,7,20,100
139.4797132,-30.1306225,0.375,5,25.4955,340,2.25,1,10,2.25,13000,43,2,10,2,8,120,5,3.75,7.5,28,1.5,14.49,30.5,16,6,19,5,370
139.4777652,-30.1344795,0.375,9,22.7475,450,2.25,9,10,2.25,15000,26,1.5,7.15,3,24,310,1.5,6,7.5,62,0.52,14.49,7,25,6,21.55,21,114
139.4766802,-30.1382295,0.375,5,21.82525,95,2.25,5,10,2.25,10000,26,0.75,40,2,6,260,1.5,3.75,7.5,70,3,14.49,21,23,2.25,56,5,114
139.4754682,-30.1380265,0.375,16,22.0875,120,2.25,11,10,2.25,60000,26,1.5,7.15,3,20,140,1.5,3.75,10,40,0.52,14.49,7,34,4,21.55,16,114
139.4744702,-30.1367785,0.375,0.75,24.9635,125,2.25,3,10,2.25,1000,28,1,15,3,2.25,82,5,3.75,7.5,66.5,1.5,6.5,1.5,19,2.25,34,18,130
139.4711882,-30.1355225,0.375,11.25,23.84475,150,2.25,2,10,2.25,10000,26,0.75,7.15,5,14,115,1.5,12,7.5,110,0.52,14.49,33,50,14,21.55,9,114
139.4735852,-30.1329065,0.375,2,23.907,160,2.25,0.75,10,2.25,18000,82,1,7.15,0.75,28,23.5,1.5,3.75,7.5,330,0.52,14.49,7,4,2.25,21.55,2,114
139.4763162,-30.1334975,0.375,5,25.59025,700,2.25,9,10,2.25,9000,26,4,30,2,8,270,1.5,3.75,7.5,115,1.5,14.49,30,30,6,56,24,114
139.4771062,-30.1381895,0.375,6,19.398,440,3.75,2,70,4,39000,150,2,35,5,8,65.2,3.75,3.75,7.5,38,0.52,14.49,7,15,6,21.55,3,220
139.4767142,-30.1366605,0.375,10,19.868,170,3.75,5,60,2.25,43000,26,1.5,7.15,4,12,250,3.75,6,7.5,120,0.52,14.49,7,15,8,21.55,6,114
139.4815352,-30.1323395,0.375,6,20.268,550,3.75,3,50,2.25,60000,160,3,30,1.5,3.75,360,3.75,6,7.5,64,3,21.5,13.5,20,4,98,6,114
139.4710982,-30.1413595,0.375,10,19.997,490,3.75,9,60,2.25,27000,26,2,7.15,4,26,150,3.75,10,7.5,66.5,0.52,14.49,7,40,2.25,21.55,35,114
139.4704092,-30.1396365,0.375,10,20.172,440,3.75,8,50,2.25,37000,26,4,7.15,4,32,130,3.75,10,7.5,66.5,0.52,14.49,7,50,2.25,21.55,36,114
139.4696742,-30.1374355,0.375,8,21.295,380,3.75,15,60,2.25,23000,26,1.5,7.15,6,20,370,3.75,18,7.5,80,0.52,14.49,7,70,2.25,21.55,52,114
139.4694412,-30.1370625,0.375,4,21.124,600,3.75,4,60,2.25,20000,115,1.5,20,3,16,270,3.75,3.75,7.5,110,1.5,14.49,7,15,2.25,60,20,114
139.4694952,-30.1356285,0.75,2.25,27.535,185,3.75,6,80,2.25,10000,72,1.5,7.15,1.5,6,84,3.75,3.75,7.5,100,0.52,90,21,15,2.25,78,14,160
139.4659982,-30.1355345,0.75,2.25,25.885,50,3.75,3,10,2.25,10000,33,1.5,7.5,7,3.75,6,3.75,3.75,7.5,10,1.5,11.5,2,15,2.25,12,11,220
139.4664772,-30.1374255,0.375,6,22.946,500,3.75,22,70,2.25,20000,26,5,7.15,3,34,320,3.75,6,10,54,0.52,14.49,7,15,4,21.55,14,114
139.4664012,-30.1336435,0.75,2.25,25.481,900,3.75,5,10,2.25,10000,23,1.5,7.5,9,6,140,3.75,3.75,7.5,38,1.5,10.5,5.5,30,2.25,24,18,150
139.4632142,-30.1329475,0.375,4,19.42,350,3.75,4,60,2.25,13000,180,1.5,30,1.5,32,410,3.75,3.75,7.5,60,2,14.49,7,15,2.25,21.55,29,114
139.4631182,-30.1324685,0.75,2.25,25.305,130,3.75,4,40,2.25,10000,26,1.5,40,1.5,3.75,270,3.75,3.75,7.5,16,0.52,14.49,22,15,4,60,14,430
139.4635182,-30.1441485,0.375,4,19.515,140,3.75,8,50,2.25,31000,145,1.5,20,4,22,27.5,3.75,6,7.5,66.5,1.5,14.49,7,90,4,105,23,240
139.4724762,-30.1429265,0.75,4,24.106,100,3.75,15,70,2.25,18000,185,1.5,7.15,3,12,46.5,3.75,3.75,7.5,48,0.52,14.49,7,15,8,21.55,4,430
139.4727592,-30.1420465,0.375,2.25,20.194,105,3.75,5,60,4,20000,50,1.5,7.15,3,6,350,3.75,6,7.5,60,0.52,14.49,7,30,4,21.55,5,114
139.4717642,-30.1419445,0.75,6,24.006,85,3.75,4,40,2.25,15000,26,1.5,7.15,3,12,170,3.75,3.75,7.5,62,0.52,14.49,7,15,2.25,92,7,430
139.4716892,-30.1414025,0.75,6,27.736,270,3.75,8,50,2.25,22000,26,7,7.15,4,14,165,3.75,14,7.5,68,0.52,14.49,7,30,8,21.55,13,114
139.4695192,-30.1421525,0.75,8,23.136,310,3.75,4,60,2.25,22000,26,3,7.15,3,40,350,3.75,8,7.5,60,0.52,14.49,7,15,4,21.55,29,114
139.4660292,-30.1402625,0.75,4,32.21,650,3.75,6,50,2.25,9000,120,1.5,30,3,18,350,3.75,10,7.5,70,2,14.49,26,15,2.25,21.55,39,114
139.4634842,-30.1396825,0.75,6,21.956,340,3.75,7,40,2.25,15000,26,3,7.15,3,22,340,3.75,6,10,58,0.52,14.49,7,15,2.25,21.55,49,420
139.4564842,-30.1405565,0.75,2.25,27.535,800,3.75,3,80,2.25,3000,23,1.5,7.5,7,6,155,3.75,3.75,7.5,46,1.5,7.5,1,15,2.25,8,10,110
139.4664152,-30.1401315,0.375,2.25,18.654,470,3.75,41,80,2.25,4000,54,3,25,10,3.75,350,3.75,5.6,7.5,110,2,6.5,6,25,16,84,135,310
139.4679772,-30.1418005,0.375,8,26.337,600,3.75,9,60,2.25,34000,26,1.5,7.15,3,36,160,3.75,10,15,96,0.52,14.49,7,30,4,21.55,31,114
139.4728352,-30.1195985,0.75,2.25,25.258,195,3.75,70,10,2.25,210000,8,4,15,5,3.75,74,3.75,6,3,12,1.5,9,15.5,15,12,62,41,100
139.4882622,-30.1186755,0.375,2.25,18.965,90,3.75,39,10,2.25,1500,19,1.5,7.5,10.5,3.75,20,3.75,5.6,7.5,210,1.5,3,0.375,25,2.25,12,7,40
139.4765052,-30.1320475,0.375,4,22.576,500,3.75,16,50,2.25,21000,26,1.5,7.15,8,20,280,3.75,22,7.5,130,0.52,14.49,7,70,2.25,21.55,52,114
139.4756762,-30.1319475,0.375,12,21.792,75,3.75,7,40,2.25,43000,26,1.5,7.15,7,24,29.5,3.75,22,7.5,66.5,0.52,14.49,32.5,60,2.25,21.55,56,114
139.4751572,-30.1299295,0.375,50,17.721,310,3.75,35,40,2.25,74000,26,1.5,7.15,14,56,65.2,3.75,24,3,12,0.52,14.49,7,90,4,21.55,270,114
139.4710132,-30.1307205,0.375,2.25,22.383,45,3.75,6,50,2.25,8000,82,1.5,20,1.5,20,21,3.75,8,15,66.5,2,34.5,7,70,2.25,68,19,330
139.4606012,-30.1327815,0.375,14,18.8865,850,1.195,8,20,2.25,44200,28,1.5,7.5,10,48,4.5,3.75,6,7.5,38,1.5,5,7,60,2.25,8,12,30
139.4582692,-30.1339275,0.375,9,16.553,90,3.75,10.45,20,2.25,44200,9,1.5,7.5,10.5,10,2,3.75,6,7.5,24,1.5,2.5,7,40,2.25,12,290,70
139.4622392,-30.1356255,0.375,9,20.471,190,3.75,11,90,2.25,44200,26,1.5,25,24,92,27.5,3.75,16,3,20,3,14.49,7,25,2.25,21.55,21,114
139.4950612,-30.1015025,0.375,2.25,20.332,60,3.75,10.45,10,2.25,115000,5,1.5,7.5,10.5,3.75,14.5,3.75,8,7.5,170,1.5,2,4.5,40,2.25,4,29,20
139.4950392,-30.1015835,0.375,2.25,19.328,280,3.75,48,10,2.25,300000,34,1.5,7.5,10.5,3.75,18.5,3.75,5.6,7.5,210,1.5,18,2,25,2.25,29,88,100
139.4843992,-30.1391765,0.2,9,6.83975,335,0.075,3.6,10,0.2,48500,65,1.5,25,3,6.5,4,5.5,15,7.5,45,3,14.49,21,25,2.25,55,21,355
139.3438492,-30.2213065,0.2,12.5,13.83,115,0.4,3.2,15,1.2,36000,26,4,24.1488,5,160,95,0.5,3.75,7.5,65,1.5,45.5,18,15,2.25,60,320,195.216
139.4999382,-30.1077025,0.1,14,6.40475,1144,0.3,61,1,4,12000,156,4.9,7.15,2,38,389,1,9,8.314,56,0.5168,66,23,5,2.25,21.55,108,114
139.3392972,-30.2430285,0.4,2.5,5.0825,810,0.1,1.6,15,1.2,18000,65,1.5,7.5,3,70,220,0.375,3.75,7.5,55,1.5,16.5,3,20,10,20,46.5,190
139.4685762,-30.0902425,0.375,0.5,5.2525,400,0.05,9,10,1.54,8000,18.7,1,4.4,7,18,45.9,0.0375,0.75,0.75,66.5,0.3,6.06,1.19,34,8,7.4,63,112
139.4622922,-30.0933175,0.375,0.9,5.726,385,0.06,6,10,1.87,7000,17.3,2,5.5,19,6,57.5,0.0375,1,1,66.5,0.5,5.96,0.74,33,2.25,9.8,65,103
139.4609702,-30.0935735,0.375,1.1,6.0695,419,0.14,7,10,8.23,3000,11.5,1,7.7,6,6,189.5,0.08,1,1,66.5,0.4,3.41,1.16,36,2,6.8,62,107
139.4602232,-30.0936005,0.375,1.4,59.687,335,8.54,9,10,4.1,182000,10.5,0.75,5.7,6,4,89.7,0.05,1,1,66.5,0.4,5.15,0.85,40,4,6.3,62,104
139.3092202,-30.1807055,0.375,1,2.7845,727,0.12,4,7.5,1.83,14000,172.5,1,7.15,7,3,341,0.13,6,9,39.8,0.52,89,19.25,6,2.25,21.55,4,114
139.3105892,-30.1850895,0.375,0.5,2.85075,430,0.01,3,7.5,0.47,20000,181.5,1,7.15,6,1.5,133.5,0.05,8,12,9.2,0.52,82.4,22.1,13,12,21.55,2,114
139.3073262,-30.1827835,0.375,0.2,2.72475,390,0.02,7,7.5,3.84,28000,149.5,1,7.15,10,5,429,0.07,7,16,15.6,0.52,87.5,13.35,10,11,21.55,4,114
139.4483092,-30.1700185,0.375,0.4,5.06,371,0.1,1,10,1.72,7000,14,1,11.8,2,10,137.5,0.0375,2,3,66.5,0.7,5.94,1.64,19,2,7.9,13,109
139.3378892,-30.2279345,1,9,22.64575,126.5,0.96,10.45,10,0.66,44200,26,4,19.6,58,66,16.9,6.49,1,7,50.5,0.3,16.7,7,25,2.25,21.55,98,15
139.3629742,-30.2226835,1.1,4.5,29.82,118,0.22,2,10,0.69,43000,12.3,1,1.8,1,3,17.8,0.81,0.75,1,24.7,0.075,4.38,7,14,2.25,32.8,4,20
139.3637942,-30.2233795,0.375,13.2,3.57775,104,0.41,4,10,1.35,109000,117.5,1,9.9,3,9,70.5,0.78,2,3,27.1,0.7,48.2,17.5,33,11,85.3,10,98
139.6493922,-30.0016735,0.75,2.25,17.9,256.5,3.75,3,1.5,7.5,12000,30,2.25,35,4,30,260,3,6.2425,3,34,1.0257,52,10,5,6.596,17,30,290
139.6545762,-30.0000755,0.75,6,22.675,256.5,3.75,2,4,7.5,75000,90,6,46,5,35,340,3,7.2805,15,62,1.0853,46,22,5,8.3387,50,15,280
139.5271552,-30.0718245,0.65,17.6075,30,134.265,0.54,14,7.5,2.6813,44200,3.75,7.5,7.2436,7.5,37.5,52.81907,1.504325,4.1235,1.98,63.35589,0.4694,7.5,7.83,25.4535,10.8,42.1321,6,48.793
139.5164652,-30.0652095,0.375,16.945,15,186.953,1.195,5,7.5,2.6714,44200,32,7.5,8.1386,7.5,37.5,93.4704,3.5696,13.0135,1.93,71.5086,0.5864,14,19.3,28.1055,1.06,41.1938,315,147.357
139.5080872,-30.0773855,0.44,19,20,140.247,8.07,3.75,7.5,3.0873,44200,8,7.5,2.70155,7.5,37.5,54.55088,3.1912,4.2785,0.375,88.4467,0.192575,7.5,1.91,39.3285,1.44,11.6581,79,37.001
139.5027862,-30.0849045,0.375,13.219,30,200.955,3.36,52,20,3.89705,234000,34,7.5,12.8841,41,18,109.0431,4.677,13.6085,3,93.8188,0.6156,14.49,7,53.39,3.56,35.6945,41,144.024
139.5020632,-30.0847155,0.375,13.271,30,266.234,0.17,10.45,12,4.0178,231000,80,1.5,13.5775,36,128,170.46985,1.0343,11.341,7.03,88.72135,0.6142,14.49,7,70.324,5.31,33.959,41,150.427
139.5830222,-30.0388735,0.54,12.7915,15,188.538,1.195,10.45,19,1.2459,44200,3.75,1.5,2.1825,10.5,111,48.1607,4.5073,2.974,0.77,76.4196,0.123325,7.5,7,55.341,2.3,19.1999,85,36.23
139.5811742,-30.0903605,0.075,2,0.75,340,0.2,2.7,20,2.5,34500,40.5,0.8,44,3,4,340,0.375,6,3,12,0.52,72,12.5,15,12,28,13,114
139.6222302,-30.0261465,0.375,8,26.0635,950,2.25,0.75,10,2.25,12000,26,0.75,45,2,26,260,5,6,7.5,72,0.52,14.49,11.5,8,8,74,21,240
139.6220252,-30.0274525,0.375,6,26.352,390,2.25,14,90,2.25,13000,44,0.75,30,10,2.25,140,6,5.6,7.5,125,3,13.5,4.5,25,8,86,45,350
139.5973832,-30.0336525,0.375,3,29.521,1000,2.25,56,10,2.25,44200,130,8,10,16,2.25,200,5,14,7.5,84,1.5,4.5,5.5,46,12,38,140,120
139.5667752,-30.0980545,0.375,9,24.21975,800,2.25,12,40,2.25,66000,98,1.5,20,17,4,96,1.5,3.75,7.5,60,1.5,26,7,70,2.25,80,62,190
139.6506342,-30.0240645,0.375,2.76,2.5,168,0.732475,3.75,10,0.5,4000,117,1.55325,40,4,3.8,105.9,0.8,12.6,9.3295,14,0.52,76.1,23.2,25,7.75,21.55,7,348.2
139.6032932,-30.0280815,0.375,4.09,2.5,1107,0.7018,2.35,10,1.11,8000,53,1.81775,21.9,5,30.1,290.9,0.1,5.6,6.98,56.1,1.03,48.1,4.9,18,4.66,62.1,18,261.7
139.6591902,-29.9969735,0.66275,1.5,24.913,256.5,3,55,20,7.4208,240000,80,2.689,44,3.75,18.381,355,3,6.6935,7.817,25,0.7378,46,10.4648,15,7.678,36,6,114
139.6530992,-29.9996825,0.76965,10.9323,22.351,492,1.79775,30.1695,15,7.7427,66365.5,155,2.203,42,17,31.116675,232,3.366,10.4445,9.3075,70,1.0611,14.49,7,66.275,7.5884,102,18,343
139.6537582,-29.9991785,0.7733,9.8245,25.72,432,1.69885,26.545,33,7.5281,77966,26,2.6,7.15,44,39.481342,278,3.9505,12.692,7.487,86,0.5319,14.49,7,55.465,5.5635,21.55,11,114
139.6717812,-29.9759725,0.5264,6,15,190.823,3,16.403,19.7525,2.5826,8000,61.125,2.879,10.2563,16.775,14,117.6282,3,9.2145,3,64.2861,0.5535,23.5544,8.877,43.847,15,42.3043,115,114
139.6728542,-29.9618645,0.61965,4,40,183.098,3,14.368,26.505,3.5519,28000,60.27,2.9195,11.6736,18.495,16,111.2412,4,10.8145,4,67.4805,0.6822,23.3336,9.4516,47.993,7.5,45.19,90,280
139.6550662,-29.9735735,0.5074,8,15,181.178,3,12.236,15.2925,2.5373,55000,57.5,2.465,13.3563,11.89,4,104.3499,3,8.8235,3,67.8111,0.5653,26.1499,7.4321,38.9755,7.5,43.6284,55,175
139.6697582,-29.9783145,0.62365,9,40,191.553,3,15.202,21.5975,3.4118,55000,60.6475,2.6085,14.1192,19.5775,3,114.3524,3,10.3665,4,69.3731,0.5761,28.3983,9.3736,45.393,7.5,42.996,115,155
139.6583322,-29.9709535,0.52365,9,15,184.67,3,13.1605,16.8545,2.7914,12000,53.415,2.938,12.4501,10.3475,6,111.6665,3,8.3845,3,63.3285,0.5913,24.4353,8.1484,38.9555,15,45.7499,65,220
139.6796212,-29.9567795,0.55445,26,15,187.041,3,14.216,20.737,2.4489,6000,54.62,2.6645,10.6523,12.96,8,100.7985,3,10.5075,3,62.31741,0.6448,25.0134,8.3229,45.21,2.25,44.5712,85,285
139.5541632,-29.8981345,0.4827,11.25,23.9345,190,2.25,11.25,15,4,238162,26,4,7.15,8.295,42.366,65.2,7,3.75,7.5,30,0.52,14.49,7,15,2.25,21.55,52.64,190
139.7011082,-29.9985695,0.3947,7.994,18.055,65,2.7932,10.3306,15,2.4024,113923,2,1.5,7.5,8.2675,20.310933,13,2.7382,4.858,7.5,66.5,1.5,3.5,2.5,21.676,2.25,3,45.255,25
139.7025742,-29.9905865,0.763,11.4796,20.378,448,1.733075,10.45,14.629,8.5531,8000,107,2.366,36.7,3,27.9491,315.6482,3.1331,8.1,8.5685,36.0533,1.7903,61.9244,23.4814,19,7.2256,108.5755,53,398.3526
139.6857562,-29.9869725,0.73675,6.359,24.701,159,1.76765,10.45,3,8.6104,1000,116,2.1495,7.15,2,16.5,217.4,3.055,4.7,8.6855,43.1,0.5057,14.49,34.4,13,7.3734,108.7,8,312.5
139.6852502,-29.9860655,0.69525,6.1608,23.351,136,1.2412,10.45,25,7.1812,3000,26,1.89825,7.15,8,25.5,65.2,3.1784,2.8,6.8825,19.9,0.5133,14.49,7,5,5.8734,21.55,8,235.6
139.6984472,-29.9676985,0.6785,6.9823,18.8,203,1.4183,10.45,16,7.3281,4000,182,1.889,38.7,5,27.8,339.5,2.9237,5,7.9775,21.1,1.3877,14.49,7,7,7.6266,72.8,14,320.5
139.7128142,-29.9786675,0.7115,12.3975,23.58,829,1.530825,10.45,14,6.1852,1000,170,2.7735,38.7,4,35.6,175.8,3.7101,9.9,7.8595,328.1,1.317,14.49,7,22,6.0746,21.55,9,114
139.4168552,-30.1561155,0.6215,6.7531,25.217,623,1.1488,60.6,18,6.7728,4000,13,1.68775,6.6,10,6.6,102.306,1.994425,2.3,4.3008,19.4,0.4364,6.2,2.5,24.5,4.2695,11.2,23,87.1
139.4568842,-30.1498865,0.68775,5.9015,20.573,146,1.136525,33.4,8,7.1489,10000,12,2.174,12.3,10,17.3,77.061,2.217175,5.6,6.316,66.5,1.1842,2.1,1.3,18.8,3.7329,12.4,19,120.9
139.4725322,-30.1227085,0.6553,6.0512,35.805,899,2.35105,10.45,19,7.2135,7000,15,1.68825,5.7,9,4.7,103.8,3.0826,1.9,3.8679,19.5,0.4362,9.9,0.2,20.2,4.1069,11.9,10,137
139.4936432,-30.1006925,0.70065,9.8995,25.325,31,2.33105,10.45,10,6.6622,12000,9.421,2.54525,1.1,10.5,0.3,14.946,3.3041,7.3,1.7593,147.566,0.23215,0.5,3.5228,46.7,2.2542,3.8,51,12.6
139.4894592,-30.0809645,0.63225,7.0461,17.333,92,1.297925,57,4,6.7405,7000,3,1.74775,25.6,5,18.9,231.452,2.9464,5.1,5.819,26.029,1.3917,4.8,4,5.2,6.0209,23.3,12,45.4
139.4788162,-30.1359585,0.64175,7.1083,18.20975,574,1.000175,10.45,2,7.3854,19000,26,1.562,7.15,5,11.3,397.755,1.57435,8,8.6635,46.941,0.515,14.49,7,7.2,5.9475,21.55,25,114
139.4421832,-30.1624335,0.6285,11.646,30.151,1080,1.31205,61.8,5,7.5354,34000,112,2.61,41.8,8,14.1,360.609,3.86,14.7,7.483,95.567,1.6439,50.2,17.6,20,8.4983,53.8,16,114
